,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
257,Female,No,42.0,No,Homemaker,11.0,Low,3.0,6.0,5.267,4.075,4.667,0.282,A
258,Male,No,38.0,Yes,Artist,8.0,Low,3.0,2.0,7.06,4.968999999999999,4.162,2.6289999999999996,A
259,Male,Yes,18.0,No,Executive,0.0,High,4.0,6.0,9.602,1.6640000000000001,7.587999999999999,1.163,A
260,Male,Yes,50.0,Yes,Artist,6.0,Average,3.0,6.0,7.01,9.85,12.446,15.195,C
261,Female,No,46.0,Yes,Doctor,1.0,Low,3.0,3.0,4.522,7.114,7.296,3.885,A
262,Female,Yes,72.0,No,Lawyer,1.0,High,3.0,6.0,14.228,7.061,3.08,5.667000000000001,D
263,Female,No,33.0,No,Engineer,1.0,Low,4.0,6.0,16.612000000000002,3.8360000000000003,6.108,10.605,C
264,Female,No,25.0,No,Homemaker,1.0,Low,7.0,4.0,4.38,3.339,6.97,-1.71,B
265,Female,Yes,75.0,No,Entertainment,2.0,High,2.0,2.0,6.361000000000001,2.5540000000000003,4.148,-2.106,D
266,Male,No,72.0,Yes,Artist,1.0,Low,1.0,6.0,0.495,6.244,5.553999999999999,1.202,B
267,Female,Yes,72.0,Yes,Artist,0.0,average,3.0,4.0,16.781,5.336,3.6310000000000002,8.517999999999999,C
268,Male,Yes,36.0,Yes,Entertainment,6.0,Low,6.0,4.0,3.417,9.953,4.484,5.441,A
269,Male,Yes,40.0,Yes,Artist,1.0,Low,2.0,6.0,5.601,2.18,4.082,2.224,A
270,Female,No,28.0,Yes,Entertainment,0.0,Low,4.0,6.0,11.558,7.085,10.847999999999999,-1.237,C
271,Female,No,28.0,Yes,Doctor,0.0,Low,3.0,6.0,3.2960000000000003,8.735,1.7009999999999998,4.914,D
273,Male,Yes,43.0,Yes,Artist,0.0,Low,2.0,4.0,5.184,1.653,2.573,2.509,B
274,Female,Yes,35.0,Yes,Artist,1.0,Average,2.0,6.0,5.6160000000000005,5.541,3.593,-2.013,B
275,Male,Yes,65.0,Yes,Lawyer,1.0,High,3.0,6.0,3.593,-2.701,5.624,2.2569999999999997,B
276,Male,Yes,52.0,Yes,Executive,7.0,High,4.0,4.0,19.612000000000002,0.7509999999999999,13.032,11.177999999999999,C
277,Female,No,40.0,Yes,Artist,1.0,Low,1.0,6.0,7.104,1.246,6.069,-2.273,B
278,Female,Yes,69.0,No,Engineer,9.0,Low,3.0,6.0,8.386000000000001,5.419,6.041,-1.005,A
279,Female,No,22.0,No,Healthcare,3.0,Low,3.0,6.0,2.3609999999999998,2.8539999999999996,4.859,1.901,D
280,Male,Yes,47.0,Yes,Executive,1.0,Average,4.0,6.0,21.505,4.078,15.052,8.189,C
281,Male,Yes,29.0,Yes,Marketing,1.0,High,2.0,3.0,5.011,5.931,3.213,4.461,A
282,Male,Yes,46.0,Yes,Artist,1.0,Average,3.0,3.0,18.706,13.035,5.6,7.712999999999999,C
283,Male,No,32.0,Yes,Artist,1.0,Low,2.0,6.0,3.7289999999999996,5.678999999999999,2.717,0.212,A
284,Female,No,38.0,Yes,Healthcare,0.0,average,1.0,2.0,11.89,11.215,10.472000000000001,1.406,C
285,Male,Yes,59.0,Yes,Artist,0.0,Low,1.0,6.0,-1.76,3.025,-0.317,-2.365,B
286,Female,No,26.0,Yes,Entertainment,1.0,Low,1.0,6.0,0.441,0.524,4.5680000000000005,0.295,D
287,Male,No,26.0,Yes,Healthcare,1.0,Low,2.0,3.0,3.335,7.865,2.533,4.553,A
288,Male,No,28.0,No,Marketing,0.0,Low,1.0,3.0,9.602,8.185,0.218,5.11,D
289,Female,Yes,53.0,Yes,Engineer,1.0,average,3.0,6.0,18.081,10.102,11.289000000000001,2.3609999999999998,C
291,Male,No,27.0,No,Doctor,1.0,Low,3.0,6.0,8.184,0.261,9.345,2.112,D
292,Female,No,32.0,No,Artist,1.0,Low,8.0,6.0,11.123,7.099,2.5,11.142999999999999,C
293,Male,No,26.0,No,Engineer,0.0,Low,4.0,4.0,4.199,8.334,9.306000000000001,-3.8339999999999996,D
294,Female,No,31.0,No,Entertainment,0.0,average,2.0,6.0,15.277000000000001,1.73,4.859,6.297000000000001,D
295,Male,Yes,39.0,Yes,Executive,1.0,High,3.0,3.0,0.882,1.7069999999999999,3.7089999999999996,-5.157,B
296,Female,Yes,43.0,No,Engineer,1.0,Low,3.0,7.0,8.378,1.2670000000000001,1.344,5.07,A
297,Male,Yes,25.0,No,Doctor,1.0,Low,2.0,1.0,1.946,8.14,5.043,2.56,A
298,Male,Yes,40.0,Yes,Artist,3.0,High,3.0,6.0,7.065,5.449,3.208,4.303,A
299,Female,Yes,40.0,Yes,Entertainment,7.0,Average,2.0,3.0,10.033,2.648,2.984,-2.068,B
302,Male,No,27.0,Yes,Healthcare,1.0,Low,3.0,6.0,15.981,5.984,11.722000000000001,0.019,D
303,Female,No,40.0,No,Healthcare,1.0,Low,2.0,6.0,7.497000000000001,1.5830000000000002,3.4589999999999996,9.835,D
304,Female,Yes,86.0,Yes,Lawyer,0.0,High,2.0,6.0,0.113,6.279,3.929,-0.516,B
305,Male,Yes,41.0,Yes,Marketing,1.0,High,2.0,6.0,4.9830000000000005,1.837,5.695,2.417,B
306,Female,Yes,27.0,Yes,Artist,4.0,Average,2.0,3.0,11.651,14.964,13.032,11.819,C
307,Female,Yes,40.0,No,Doctor,0.0,Average,2.0,6.0,4.721,5.755,4.695,2.204,B
308,Female,Yes,53.0,No,Engineer,8.0,Average,4.0,4.0,2.8789999999999996,5.641,3.3289999999999997,-1.615,B
309,Female,Yes,49.0,No,Engineer,1.0,Average,4.0,4.0,3.786,1.32,-1.683,0.09699999999999999,B
310,Male,Yes,40.0,No,Executive,3.0,Low,3.0,4.0,4.862,4.805,9.642999999999999,7.796,D
312,Male,Yes,83.0,No,Lawyer,1.0,Low,1.0,4.0,2.322,2.641,4.26,4.272,B
313,Male,Yes,43.0,No,Executive,0.0,High,4.0,6.0,6.586,6.933,0.8009999999999999,4.2589999999999995,A
314,Male,Yes,36.0,No,Doctor,6.0,Low,3.0,6.0,6.54,4.519,3.9219999999999997,5.28,A
315,Male,Yes,74.0,Yes,Lawyer,0.0,Low,2.0,6.0,8.942,4.563,9.351,9.234,C
316,Female,No,30.0,No,Homemaker,0.0,Low,4.0,6.0,16.667,6.761,4.163,-2.27,D
317,Female,No,40.0,Yes,Artist,5.0,Low,2.0,6.0,4.959,8.961,5.834,2.06,B
318,Female,No,22.0,No,Marketing,0.0,Low,1.0,5.0,-0.72,5.662000000000001,0.8540000000000001,1.1079999999999999,B
319,Male,No,19.0,No,Healthcare,0.0,Low,4.0,6.0,6.571000000000001,9.492,1.911,7.65,D
320,Male,Yes,70.0,Yes,Engineer,4.0,High,2.0,6.0,-0.841,5.534,7.188,-6.6739999999999995,B
321,Male,Yes,89.0,Yes,Lawyer,13.0,Low,1.0,6.0,4.15,5.318,2.627,1.4340000000000002,A
322,Male,No,18.0,No,Healthcare,1.0,average,4.0,6.0,11.565,4.234,5.346,7.797999999999999,D
323,Male,No,25.0,Yes,Doctor,6.0,Low,1.0,2.0,11.05,-0.565,4.085,6.5729999999999995,D
324,Female,No,45.0,Yes,Artist,4.0,Low,1.0,3.0,8.259,6.443,6.362,1.8430000000000002,A
325,Female,No,35.0,Yes,Artist,3.0,Low,1.0,4.0,6.819,4.985,6.495,5.687,A
326,Female,Yes,37.0,No,Engineer,7.0,Low,1.0,4.0,7.4110000000000005,8.669,4.512,-9.622,D
327,Female,Yes,39.0,No,Engineer,4.0,Average,2.0,6.0,-1.075,3.305,4.81,2.094,B
328,Female,No,32.0,Yes,Healthcare,1.0,Low,5.0,4.0,12.979000000000001,13.729000000000001,5.63,-0.042,D
329,Female,Yes,62.0,Yes,Artist,2.0,Average,3.0,6.0,12.54,14.999,12.847000000000001,5.6770000000000005,C
330,Female,Yes,58.0,Yes,Engineer,0.0,Average,4.0,4.0,1.8769999999999998,5.51,7.769,2.1519999999999997,B
331,Female,No,32.0,No,Engineer,1.0,Low,4.0,6.0,7.0889999999999995,12.859000000000002,13.786,5.124,C
332,Male,No,25.0,No,Healthcare,0.0,Low,5.0,6.0,14.904000000000002,3.165,8.076,3.425,C
333,Female,Yes,56.0,Yes,Artist,0.0,Average,4.0,6.0,13.545,2.701,19.680999999999997,12.962,C
334,Female,No,40.0,Yes,Entertainment,10.0,Low,2.0,6.0,4.14,5.254,5.232,3.085,A
335,Female,No,30.0,No,Healthcare,8.0,Low,3.0,6.0,7.12,7.77,6.694,4.0889999999999995,A
337,Male,No,27.0,Yes,Healthcare,0.0,average,2.0,6.0,4.504,7.292999999999999,0.379,0.523,A
338,Female,No,38.0,Yes,Doctor,14.0,Low,1.0,6.0,6.274,7.707000000000001,1.444,3.87,A
339,Male,Yes,46.0,Yes,Artist,8.0,Average,2.0,6.0,8.331,14.87,6.905,7.084,C
340,Male,No,29.0,Yes,Artist,3.0,Low,1.0,6.0,1.4869999999999999,6.32,4.518,-1.886,B
341,Male,Yes,51.0,No,Entertainment,1.0,Average,4.0,7.0,-1.989,5.421,3.198,-2.708,B
342,Male,Yes,55.0,No,Artist,0.0,Low,1.0,6.0,5.13,6.697,4.075,5.324,A
343,Female,Yes,69.0,Yes,Engineer,1.0,Low,1.0,3.0,3.0410000000000004,3.283,6.03,6.457999999999999,A
344,Female,No,26.0,No,Healthcare,1.0,Low,8.0,7.0,10.319,1.641,13.345,2.77,C
345,Female,Yes,83.0,Yes,Lawyer,0.0,average,3.0,6.0,6.377999999999999,1.704,6.392,4.27,A
346,Female,No,39.0,Yes,Healthcare,9.0,Low,1.0,6.0,11.902000000000001,4.699,8.671,5.568,D
347,Male,Yes,35.0,Yes,Artist,9.0,Low,1.0,6.0,6.525,3.6069999999999998,3.685,3.4760000000000004,A
348,Male,Yes,19.0,No,Marketing,2.0,High,5.0,6.0,8.508,10.987,8.562999999999999,9.21,C
349,Female,Yes,60.0,Yes,Artist,1.0,High,4.0,6.0,12.002,13.784,7.086,13.071,C
350,Male,Yes,35.0,Yes,Artist,1.0,Average,4.0,6.0,16.155,4.376,22.886999999999997,5.417999999999999,C
351,Female,No,53.0,Yes,Engineer,1.0,Low,1.0,6.0,1.849,2.889,6.885,0.063,B
352,Female,Yes,86.0,No,Lawyer,1.0,Low,3.0,6.0,-0.9390000000000001,6.975,1.81,2.011,B
353,Female,No,29.0,No,Healthcare,1.0,Low,3.0,6.0,-3.8139999999999996,5.176,4.062,1.845,B
354,Female,No,26.0,No,Doctor,0.0,Low,1.0,6.0,2.285,8.684,12.685,4.789,D
355,Male,No,36.0,Yes,Engineer,8.0,Low,1.0,6.0,3.7760000000000002,7.281000000000001,2.7769999999999997,3.833,A
356,Female,No,22.0,No,Homemaker,0.0,Low,4.0,6.0,8.16,5.146,9.765,4.263,D
357,Male,No,19.0,No,Marketing,0.0,Low,5.0,6.0,7.15,6.455,6.824,4.958,A
358,Female,Yes,20.0,Yes,Lawyer,1.0,Average,3.0,3.0,3.8680000000000003,4.649,5.4510000000000005,2.9139999999999997,A
359,Male,No,43.0,Yes,Healthcare,3.0,Low,3.0,6.0,10.172,6.031000000000001,12.144,-0.59,D
360,Female,No,42.0,Yes,Artist,1.0,Low,3.0,6.0,5.131,7.515,4.292,0.41200000000000003,A
361,Male,No,43.0,Yes,Entertainment,1.0,Low,2.0,4.0,7.4079999999999995,1.8840000000000001,4.256,5.327000000000001,A
362,Female,Yes,50.0,Yes,Engineer,4.0,High,3.0,6.0,1.4880000000000002,10.509,-0.086,-0.138,B
363,Male,No,25.0,Yes,Entertainment,1.0,Low,2.0,6.0,8.061,4.641,7.195,3.55,A
365,Female,Yes,28.0,Yes,Healthcare,0.0,Average,2.0,6.0,7.2010000000000005,4.048,4.055,6.422999999999999,A
366,Male,No,38.0,Yes,Artist,1.0,Low,1.0,6.0,10.905,12.329,3.3360000000000003,5.895,D
367,Male,No,25.0,No,Executive,12.0,Low,3.0,6.0,8.113999999999999,-0.473,5.405,4.336,A
368,Female,No,18.0,No,Healthcare,9.0,Low,3.0,4.0,13.802,7.449,16.393,-4.603,D
369,Male,Yes,43.0,Yes,Entertainment,1.0,Average,5.0,5.0,15.337,14.908,5.699,9.863,C
370,Female,No,27.0,Yes,Artist,8.0,Low,1.0,6.0,2.511,8.941,6.178,-1.265,B
371,Female,No,60.0,Yes,Entertainment,1.0,Low,2.0,6.0,5.51,2.8539999999999996,0.342,4.285,D
372,Male,Yes,75.0,Yes,Lawyer,2.0,average,1.0,6.0,18.159000000000002,6.351,9.392000000000001,4.187,D
373,Female,No,31.0,No,Doctor,1.0,Low,4.0,6.0,9.531,2.952,14.254000000000001,2.6639999999999997,D
375,Male,No,36.0,Yes,Artist,8.0,Low,1.0,6.0,2.001,4.425,3.885,2.266,A
376,Male,No,30.0,No,Doctor,1.0,average,1.0,3.0,10.786,1.973,11.817,11.31,C
377,Male,Yes,56.0,No,Artist,1.0,Average,2.0,6.0,2.49,12.129000000000001,11.63,18.017,C
378,Female,Yes,52.0,Yes,Artist,2.0,Low,2.0,6.0,7.917999999999999,3.112,11.953,9.919,C
379,Male,Yes,39.0,Yes,Entertainment,0.0,Low,1.0,6.0,8.904,0.585,7.468,12.556,D
381,Male,Yes,33.0,No,Engineer,0.0,Average,2.0,6.0,0.006999999999999999,3.082,-0.613,1.8880000000000001,B
382,Female,No,25.0,Yes,Artist,0.0,Low,6.0,6.0,5.095,6.6339999999999995,3.5460000000000003,3.9810000000000003,A
383,Female,Yes,40.0,Yes,Artist,0.0,Average,2.0,4.0,0.457,1.228,0.486,1.1159999999999999,B
384,Male,Yes,35.0,Yes,Artist,1.0,High,3.0,6.0,6.627999999999999,8.075,4.444,5.013999999999999,A
385,Female,Yes,40.0,Yes,Artist,1.0,Average,2.0,6.0,8.44,7.269,11.617,9.207,C
386,Female,Yes,49.0,Yes,Artist,1.0,Average,3.0,7.0,7.121,11.177,12.539000000000001,15.297,C
387,Female,Yes,46.0,No,Artist,8.0,Average,2.0,6.0,5.305,2.26,2.281,-0.649,B
388,Female,No,31.0,No,Healthcare,1.0,Low,2.0,6.0,1.79,-2.506,14.225999999999999,5.645,D
389,Male,No,49.0,Yes,Doctor,1.0,Low,1.0,6.0,15.097000000000001,2.6489999999999996,12.248,7.37,C
390,Female,No,26.0,Yes,Artist,9.0,Low,1.0,6.0,2.011,4.504,6.4110000000000005,4.812,A
391,Male,Yes,40.0,Yes,Doctor,13.0,High,2.0,6.0,6.442,1.385,6.165,3.26,B
392,Female,Yes,30.0,Yes,Artist,8.0,Low,4.0,6.0,10.534,6.095,3.1069999999999998,4.939,A
393,Female,Yes,70.0,Yes,Artist,1.0,Average,4.0,6.0,15.654000000000002,8.637,6.5520000000000005,10.725999999999999,C
394,Female,No,28.0,Yes,Artist,1.0,Low,3.0,6.0,9.154,7.05,9.256,6.3,D
395,Female,Yes,89.0,No,Lawyer,3.0,High,1.0,6.0,10.814,3.775,5.025,4.427,D
396,Female,Yes,42.0,No,Homemaker,6.0,High,4.0,6.0,5.149,2.188,2.926,-2.912,B
397,Female,Yes,37.0,Yes,Entertainment,6.0,Average,3.0,4.0,3.844,3.091,3.26,6.07,A
398,Male,Yes,29.0,No,Executive,1.0,Average,3.0,6.0,12.235999999999999,6.715,2.327,4.86,D
399,Female,Yes,68.0,Yes,Artist,1.0,High,2.0,6.0,11.142999999999999,6.95,9.646,6.415,C
400,Female,No,25.0,No,Engineer,1.0,Low,1.0,6.0,5.078,2.9530000000000003,4.55,9.52,D
401,Male,No,29.0,No,Healthcare,1.0,average,3.0,6.0,7.167000000000001,0.741,2.628,8.801,D
402,Female,Yes,48.0,Yes,Doctor,0.0,Low,2.0,6.0,9.201,6.417999999999999,11.515,8.674,C
403,Female,Yes,51.0,Yes,Doctor,1.0,Average,3.0,1.0,9.419,1.203,16.296,4.091,C
404,Female,Yes,40.0,Yes,Engineer,1.0,High,5.0,2.0,4.002,1.94,5.426,3.367,B
405,Male,Yes,47.0,Yes,Artist,0.0,Average,6.0,7.0,4.208,10.639000000000001,0.409,6.332999999999999,B
406,Male,Yes,39.0,Yes,Executive,1.0,High,3.0,6.0,1.4609999999999999,1.099,3.958,-2.484,B
407,Male,Yes,35.0,Yes,Executive,1.0,Average,4.0,6.0,16.965,6.404,10.966,7.428999999999999,C
408,Female,No,19.0,No,Healthcare,2.0,Low,3.0,6.0,1.1179999999999999,5.917000000000001,-2.084,0.41200000000000003,D
409,Female,No,21.0,No,Healthcare,7.0,Low,3.0,6.0,10.275,0.254,-4.959,6.559,D
410,Male,Yes,46.0,Yes,Entertainment,0.0,Average,3.0,4.0,0.805,6.235,3.8139999999999996,3.6180000000000003,B
411,Male,Yes,86.0,Yes,Lawyer,0.0,Low,1.0,6.0,0.33899999999999997,3.8110000000000004,8.156,-2.428,B
412,Male,Yes,66.0,Yes,Artist,0.0,average,2.0,6.0,2.5469999999999997,5.081,7.749,-0.9259999999999999,B
413,Male,No,42.0,No,Marketing,1.0,Low,5.0,4.0,8.862,-0.221,2.7769999999999997,7.596,D
414,Female,Yes,73.0,Yes,Lawyer,1.0,High,2.0,6.0,0.924,4.1930000000000005,6.062,-0.83,B
415,Male,Yes,72.0,No,Engineer,1.0,average,1.0,6.0,11.445,6.742999999999999,3.503,8.17,A
416,Male,Yes,53.0,Yes,Artist,0.0,Low,3.0,6.0,3.384,2.255,7.7860000000000005,0.106,B
417,Female,Yes,39.0,Yes,Artist,8.0,Average,2.0,6.0,18.344,0.94,0.537,0.643,C
418,Female,No,27.0,No,Homemaker,9.0,Low,1.0,6.0,5.904,5.8,3.6489999999999996,3.6510000000000002,D
419,Male,Yes,63.0,No,Entertainment,1.0,Average,3.0,6.0,6.187,2.944,2.6289999999999996,2.9130000000000003,B
420,Female,No,23.0,No,Healthcare,1.0,Low,3.0,4.0,13.511,0.249,4.488,-1.1420000000000001,D
421,Female,No,30.0,Yes,Entertainment,0.0,Low,4.0,6.0,2.5069999999999997,6.648,7.655,2.7110000000000003,B
422,Female,Yes,40.0,Yes,Artist,5.0,Average,2.0,6.0,16.084,2.7680000000000002,3.36,1.74,C
423,Male,Yes,26.0,Yes,Artist,1.0,Average,3.0,6.0,2.648,8.816,3.261,-3.0269999999999997,B
424,Female,Yes,50.0,Yes,Entertainment,7.0,Low,3.0,6.0,4.846,4.937,10.869000000000002,7.648,A
425,Female,Yes,45.0,Yes,Artist,1.0,Average,2.0,6.0,12.245999999999999,6.8839999999999995,12.524000000000001,18.408,C
426,Female,No,62.0,No,Entertainment,2.0,Low,1.0,6.0,4.54,3.623,2.201,3.747,A
427,Female,No,27.0,Yes,Doctor,1.0,Low,3.0,6.0,4.1739999999999995,6.456,1.3219999999999998,5.272,A
428,Male,Yes,57.0,Yes,Entertainment,1.0,average,3.0,6.0,4.287,2.465,5.212000000000001,4.414,A
429,Female,Yes,30.0,No,Engineer,1.0,Average,7.0,4.0,5.667999999999999,1.453,6.917999999999999,4.463,A
430,Male,No,32.0,No,Healthcare,7.0,Low,4.0,3.0,7.5329999999999995,6.313,4.886,4.761,A
432,Male,No,47.0,No,Artist,3.0,Low,3.0,5.0,4.683,3.24,8.052,-4.191,B
433,Female,No,32.0,Yes,Artist,4.0,Low,4.0,2.0,6.117000000000001,5.841,2.329,2.259,A
434,Female,Yes,32.0,No,Engineer,5.0,Low,3.0,1.0,6.752000000000001,4.086,7.035,6.455,A
435,Male,Yes,67.0,Yes,Doctor,1.0,Average,4.0,6.0,3.5439999999999996,0.835,2.2119999999999997,-1.263,B
436,Female,Yes,77.0,Yes,Lawyer,0.0,High,2.0,6.0,13.782,6.452000000000001,13.799000000000001,5.75,C
438,Male,No,31.0,No,Entertainment,1.0,Low,1.0,4.0,8.378,3.824,4.54,6.421,A
439,Male,Yes,42.0,Yes,Artist,0.0,Low,3.0,4.0,4.167,3.1910000000000003,6.517,1.8659999999999999,A
441,Male,Yes,50.0,Yes,Artist,1.0,Average,4.0,2.0,10.423,8.996,10.509,17.065,C
442,Male,Yes,71.0,Yes,Artist,0.0,Average,5.0,6.0,15.083,6.178999999999999,10.212,8.2,C
443,Female,Yes,72.0,No,Lawyer,1.0,Low,3.0,6.0,5.595,5.5920000000000005,2.7260000000000004,4.289,A
444,Male,Yes,47.0,Yes,Artist,1.0,Low,3.0,6.0,4.737,5.5520000000000005,4.499,2.454,A
445,Male,Yes,45.0,Yes,Artist,9.0,Average,2.0,6.0,8.378,6.1,7.683,3.781,C
446,Female,No,40.0,No,Engineer,9.0,Low,5.0,6.0,9.21,6.037999999999999,6.07,3.988,A
447,Female,No,36.0,Yes,Engineer,4.0,Low,1.0,6.0,4.202,5.691,5.507999999999999,5.075,A
448,Female,No,42.0,Yes,Artist,1.0,Low,1.0,6.0,-0.466,1.2930000000000001,5.975,5.348,B
449,Male,No,30.0,No,Healthcare,4.0,Low,4.0,6.0,11.28,2.7039999999999997,2.449,6.626,D
450,Female,No,29.0,Yes,Healthcare,2.0,average,4.0,4.0,3.543,-1.2209999999999999,0.977,0.129,B
451,Male,No,28.0,Yes,Engineer,0.0,Low,5.0,4.0,9.324,-4.315,3.533,3.969,D
454,Female,Yes,40.0,Yes,Artist,1.0,Average,2.0,6.0,15.265,7.513,16.703,7.169,C
456,Male,Yes,47.0,Yes,Artist,0.0,Low,3.0,6.0,9.96,2.141,12.368,3.386,C
458,Female,No,55.0,Yes,Marketing,3.0,Low,1.0,6.0,2.766,1.4280000000000002,3.117,-1.4140000000000001,B
459,Female,No,20.0,No,Doctor,4.0,Low,4.0,6.0,11.013,9.709,6.3839999999999995,7.059,D
460,Female,Yes,87.0,Yes,Lawyer,0.0,average,2.0,6.0,9.978,17.590999999999998,20.548000000000002,7.531000000000001,C
461,Male,No,28.0,No,Healthcare,0.0,Low,3.0,4.0,10.950999999999999,2.085,7.205,3.641,A
462,Male,No,38.0,No,Artist,2.0,Low,2.0,3.0,5.882999999999999,5.227,4.375,3.036,A
463,Male,Yes,42.0,No,Entertainment,1.0,Low,2.0,4.0,4.0489999999999995,9.112,6.593,4.25,B
464,Male,Yes,42.0,No,Marketing,0.0,High,6.0,4.0,1.074,6.093999999999999,4.37,4.086,A
465,Female,No,29.0,No,Engineer,1.0,Low,4.0,6.0,6.692,10.203,3.2510000000000003,-3.387,D
466,Male,No,32.0,Yes,Doctor,0.0,Low,4.0,6.0,6.2860000000000005,8.905,6.255,4.539,A
467,Male,Yes,38.0,No,Executive,1.0,High,5.0,4.0,7.104,3.5810000000000004,4.599,5.218,D
468,Female,Yes,59.0,No,Artist,1.0,High,2.0,6.0,4.761,8.262,7.7620000000000005,11.415999999999999,C
469,Male,No,22.0,No,Healthcare,0.0,Low,2.0,3.0,7.735,8.954,-0.079,5.7989999999999995,D
470,Female,No,26.0,No,Homemaker,9.0,Low,3.0,4.0,19.393,0.38299999999999995,4.5680000000000005,4.0569999999999995,D
471,Female,Yes,78.0,Yes,Artist,1.0,High,2.0,6.0,10.87,15.806,11.747,12.387,C
472,Female,No,32.0,Yes,Healthcare,0.0,average,3.0,4.0,6.372999999999999,7.471,2.128,5.02,A
473,Male,Yes,37.0,Yes,Artist,0.0,Average,4.0,7.0,10.248,11.607999999999999,2.6210000000000004,9.148,C
474,Male,Yes,37.0,Yes,Healthcare,1.0,High,4.0,6.0,-2.5669999999999997,0.2,3.3089999999999997,1.012,B
475,Male,No,67.0,No,Lawyer,1.0,average,2.0,6.0,10.568,5.891,5.0,4.652,D
476,Male,Yes,47.0,No,Artist,0.0,High,4.0,6.0,0.165,5.7170000000000005,2.54,0.344,B
477,Female,Yes,68.0,Yes,Lawyer,0.0,High,2.0,6.0,1.756,5.166,2.86,2.6919999999999997,A
478,Male,No,30.0,Yes,Healthcare,3.0,Low,5.0,1.0,8.238,14.147,9.926,5.5329999999999995,C
479,Female,Yes,48.0,Yes,Entertainment,2.0,Low,1.0,1.0,4.004,3.5810000000000004,3.64,7.105,A
480,Female,No,43.0,Yes,Artist,6.0,Low,1.0,6.0,13.568,3.56,3.4939999999999998,7.256,C
481,Male,Yes,33.0,Yes,Healthcare,9.0,average,2.0,6.0,5.038,3.714,8.066,3.0669999999999997,D
482,Male,Yes,31.0,No,Healthcare,0.0,Average,5.0,4.0,4.4910000000000005,9.071,5.024,3.891,D
483,Male,Yes,32.0,Yes,Healthcare,1.0,Low,2.0,6.0,5.655,1.079,9.982000000000001,2.8960000000000004,D
484,Female,No,21.0,No,Healthcare,1.0,Low,4.0,2.0,9.076,1.892,8.699,2.556,D
486,Female,Yes,35.0,Yes,Artist,1.0,Low,2.0,4.0,2.384,3.528,2.26,4.849,A
487,Male,Yes,46.0,No,Artist,0.0,Low,3.0,4.0,4.442,5.757999999999999,3.07,0.6970000000000001,A
488,Female,Yes,38.0,Yes,Artist,9.0,High,2.0,2.0,9.565,2.017,2.819,-1.1740000000000002,B
489,Female,No,32.0,Yes,Healthcare,1.0,average,3.0,6.0,8.103,10.073,10.762,5.531000000000001,C
490,Female,No,28.0,Yes,Artist,3.0,Low,7.0,2.0,7.822,7.046,5.978,1.829,A
491,Female,Yes,68.0,Yes,Lawyer,3.0,Low,1.0,6.0,9.027000000000001,4.18,7.308,5.777,A
492,Female,Yes,45.0,Yes,Artist,4.0,Low,1.0,6.0,8.07,3.4939999999999998,17.96,10.469000000000001,C
493,Male,Yes,58.0,Yes,Artist,0.0,Average,3.0,7.0,26.881999999999998,11.52,13.852,13.12,C
494,Male,No,28.0,No,Entertainment,1.0,Low,2.0,7.0,6.805,6.711,4.596,2.697,A
495,Female,No,32.0,No,Healthcare,12.0,Low,3.0,6.0,7.65,11.255999999999998,2.641,7.664,A
496,Male,No,30.0,Yes,Doctor,1.0,Low,1.0,3.0,7.832000000000001,5.706,6.3229999999999995,3.174,B
497,Female,Yes,42.0,No,Homemaker,3.0,Average,4.0,6.0,11.992,0.7020000000000001,-5.374,11.104000000000001,D
499,Male,No,41.0,Yes,Artist,1.0,Low,3.0,6.0,9.736,4.209,10.978,17.577,C
500,Female,No,18.0,No,Healthcare,6.0,Low,4.0,7.0,9.706,5.989,8.408999999999999,9.257,D
501,Female,Yes,29.0,Yes,Healthcare,8.0,Low,3.0,3.0,8.567,-3.0389999999999997,2.583,-3.988,D
502,Female,No,33.0,Yes,Healthcare,0.0,Low,3.0,6.0,7.104,2.694,4.569,5.372999999999999,A
503,Male,No,47.0,No,Artist,1.0,Low,3.0,4.0,5.58,5.435,7.148,3.8360000000000003,A
504,Female,Yes,57.0,Yes,Doctor,1.0,average,2.0,7.0,3.292,3.455,4.479,3.4210000000000003,A
505,Male,Yes,36.0,Yes,Executive,1.0,Low,3.0,6.0,-0.049,2.909,6.5520000000000005,6.372999999999999,D
506,Male,Yes,57.0,Yes,Executive,1.0,High,3.0,6.0,21.646,0.8690000000000001,17.544,13.089,C
507,Male,No,18.0,No,Healthcare,1.0,Low,2.0,6.0,11.892999999999999,12.640999999999998,10.557,1.173,D
509,Male,Yes,52.0,Yes,Artist,1.0,Average,6.0,6.0,5.567,8.952,1.7790000000000001,10.335,C
511,Female,Yes,37.0,Yes,Entertainment,0.0,Average,2.0,6.0,10.176,6.013,-2.764,1.662,B
512,Male,No,36.0,Yes,Marketing,0.0,Low,1.0,6.0,7.2589999999999995,4.856,2.8489999999999998,3.207,A
513,Female,No,29.0,Yes,Healthcare,9.0,Low,3.0,6.0,10.626,4.439,3.858,4.011,A
515,Male,No,61.0,Yes,Artist,0.0,Low,1.0,6.0,3.028,8.999,-5.093999999999999,4.314,B
516,Male,Yes,52.0,Yes,Entertainment,1.0,Average,4.0,6.0,7.311,4.7589999999999995,1.347,3.5860000000000003,A
