Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
Female,Yes,86.0,Yes,Lawyer,0.0,high,2.0,6,0.113,6.279,3.929,-0.516,B
Male,Yes,41.0,Yes,Marketing,2.648,high,2.0,6,4.983,1.837,5.695,2.417,B
Female,Yes,27.0,Yes,Artist,4.0,average,2.0,3,11.651,14.964,13.032,11.819,C
Female,Yes,43.47,No,Doctor,0.0,average,2.0,6,4.721,5.755,4.695,2.204,B
Female,Yes,53.0,No,Engineer,8.0,average,4.0,4,2.879,5.641,3.329,-1.615,B
Female,Yes,49.0,No,Engineer,2.648,average,4.0,4,3.786,1.32,-1.683,0.097,B
Male,Yes,43.47,No,Executive,3.0,low,2.849,4,4.862,4.805,9.643,7.796,D
Female,No,57.0,Yes,Engineer,0.0,average,4.0,5,11.661,10.64,6.55,16.244,C
Male,Yes,83.0,No,Lawyer,2.648,low,1.0,4,2.322,2.641,4.26,4.272,B
Male,Yes,43.0,No,Executive,0.0,high,4.0,6,6.586,6.933,0.801,4.259,A
Male,Yes,36.0,No,Doctor,6.0,low,3.0,5,6.54,4.519,3.922,5.28,A
Male,Yes,74.0,Yes,Lawyer,0.0,low,2.0,6,8.942,4.563,9.351,9.234,C
Female,No,30.0,No,Homemaker,0.0,low,4.0,6,16.667,6.761,4.163,-2.27,D
Female,No,43.47,Yes,Artist,5.0,low,2.0,6,4.959,8.961,5.834,2.06,B
Female,No,22.0,No,Marketing,0.0,low,1.0,5,-0.72,5.662,0.854,1.108,B
Male,No,19.0,No,Healthcare,0.0,low,4.0,6,6.571,9.492,1.911,7.65,D
Male,Yes,70.0,Yes,Engineer,4.0,high,2.0,6,-0.841,5.534,7.188,-6.674,B
Male,Yes,89.0,Yes,Lawyer,13.0,low,1.0,6,4.15,5.318,2.627,1.434,A
Male,No,18.0,No,Healthcare,2.648,average,4.0,6,11.565,4.234,5.346,7.798,D
Male,No,25.0,Yes,Doctor,6.0,low,1.0,2,11.05,-0.565,4.085,6.573,D
Female,No,45.0,Yes,Artist,4.0,low,1.0,3,8.259,6.443,6.362,1.843,A
Female,No,35.0,Yes,Artist,3.0,low,1.0,4,6.819,4.985,6.495,5.687,A
Female,Yes,37.0,No,Engineer,7.0,low,1.0,4,7.411,8.669,4.512,-9.622,D
Female,Yes,39.0,No,Engineer,4.0,average,2.0,6,-1.075,3.305,4.81,2.094,B
Female,No,32.0,Yes,Healthcare,1.0,low,5.0,4,12.979,13.729,5.63,-0.042,D
Female,Yes,62.0,Yes,Artist,2.0,average,3.0,6,12.54,14.999,12.847,5.677,C
Female,Yes,58.0,Yes,Engineer,0.0,average,4.0,4,1.877,5.51,7.769,2.152,B
Female,No,32.0,No,Engineer,2.648,low,4.0,6,7.089,12.859,13.786,5.124,C
Male,No,25.0,No,Healthcare,0.0,low,5.0,6,14.904,3.165,8.076,3.425,C
Female,Yes,56.0,Yes,Artist,0.0,average,4.0,6,13.545,2.701,19.681,12.962,C
Female,No,43.47,Yes,Entertainment,10.0,low,2.0,6,4.14,5.254,5.232,3.085,A
Female,No,30.0,No,Healthcare,8.0,low,3.0,6,7.12,7.77,6.694,4.089,A
Male,No,27.0,Yes,Healthcare,0.0,average,2.0,6,4.504,7.293,0.379,0.523,A
Female,No,38.0,Yes,Doctor,14.0,low,1.0,6,6.274,7.707,1.444,3.87,A
Male,Yes,46.0,Yes,Artist,8.0,average,2.0,6,8.331,14.87,6.905,7.084,C
Male,No,29.0,Yes,Artist,3.0,low,1.0,6,1.487,6.32,4.518,-1.886,B
Male,Yes,51.0,No,Entertainment,1.0,average,4.0,7,-1.989,5.421,3.198,-2.708,B
Male,Yes,55.0,No,Artist,0.0,low,1.0,6,5.13,6.697,4.075,5.324,A
Female,Yes,69.0,Yes,Engineer,1.0,low,1.0,3,3.041,3.283,6.03,6.458,A
Female,No,26.0,No,Healthcare,1.0,low,8.0,7,10.319,1.641,13.345,2.77,C
Female,Yes,83.0,Yes,Lawyer,0.0,average,3.0,6,6.378,1.704,6.392,4.27,A
Female,No,39.0,Yes,Healthcare,9.0,low,1.0,6,11.902,4.699,8.671,5.568,D
Male,Yes,35.0,Yes,Artist,9.0,low,1.0,6,6.525,3.607,3.685,3.476,A
Male,Yes,19.0,No,Marketing,2.0,high,5.0,6,8.508,10.987,8.563,9.21,C
Female,Yes,60.0,Yes,Artist,2.648,high,4.0,6,12.002,13.784,7.086,13.071,C
Male,Yes,35.0,Yes,Artist,2.648,average,4.0,6,16.155,4.376,22.887,5.418,C
Female,No,53.0,Yes,Engineer,2.648,low,1.0,6,1.849,2.889,6.885,0.063,B
Female,Yes,86.0,No,Lawyer,2.648,low,2.849,6,-0.939,6.975,1.81,2.011,B
Female,No,29.0,No,Healthcare,1.0,low,3.0,6,-3.814,5.176,4.062,1.845,B
Female,No,26.0,No,Doctor,0.0,low,1.0,6,2.285,8.684,12.685,4.789,D
Male,No,36.0,Yes,Engineer,8.0,low,1.0,6,3.776,7.281,2.777,3.833,A
Female,No,22.0,No,Homemaker,0.0,low,4.0,6,8.16,5.146,9.765,4.263,D
Male,No,19.0,No,Marketing,0.0,low,5.0,6,7.15,6.455,6.824,4.958,A
Female,Yes,20.0,Yes,Lawyer,1.0,average,3.0,3,3.868,4.649,5.451,2.914,A
Male,No,43.0,Yes,Healthcare,3.0,low,3.0,6,10.172,6.031,12.144,-0.59,D
Female,No,42.0,Yes,Artist,2.648,low,3.0,6,5.131,7.515,4.292,0.412,A
Male,No,43.0,Yes,Entertainment,1.0,low,2.0,4,7.408,1.884,4.256,5.327,A
Female,Yes,50.0,Yes,Engineer,4.0,high,3.0,6,1.488,10.509,-0.086,-0.138,B
Male,No,25.0,Yes,Entertainment,1.0,low,2.0,6,8.061,4.641,7.195,3.55,A
Female,Yes,28.0,Yes,Healthcare,0.0,average,2.0,6,7.201,4.048,4.055,6.423,A
Male,No,38.0,Yes,Artist,1.0,low,1.0,6,10.905,12.329,3.336,5.895,D
Male,No,25.0,No,Executive,12.0,low,3.0,6,8.114,-0.473,5.405,4.336,A
Female,No,18.0,No,Healthcare,9.0,low,2.849,4,13.802,7.449,16.393,-4.603,D
Male,Yes,43.0,Yes,Entertainment,1.0,average,5.0,5,15.337,14.908,5.699,9.863,C
Female,No,27.0,Yes,Artist,8.0,low,1.0,6,2.511,8.941,6.178,-1.265,B
Female,No,60.0,Yes,Entertainment,1.0,low,2.0,6,5.51,2.854,0.342,4.285,D
Male,Yes,75.0,Yes,Lawyer,2.0,average,1.0,6,18.159,6.351,9.392,4.187,D
Female,No,31.0,No,Doctor,2.648,low,4.0,6,9.531,2.952,14.254,2.664,D
Male,No,36.0,Yes,Artist,8.0,low,1.0,6,2.001,4.425,3.885,2.266,A
Male,No,30.0,No,Doctor,1.0,average,1.0,3,10.786,1.973,11.817,11.31,C
Male,Yes,56.0,No,Artist,1.0,average,2.0,6,2.49,12.129,11.63,18.017,C
Female,Yes,52.0,Yes,Artist,2.0,low,2.0,6,7.918,3.112,11.953,9.919,C
Male,Yes,39.0,Yes,Entertainment,0.0,low,1.0,6,8.904,0.585,7.468,12.556,D
Male,Yes,33.0,No,Engineer,0.0,average,2.0,6,0.007,3.082,-0.613,1.888,B
Female,No,25.0,Yes,Artist,0.0,low,6.0,6,5.095,6.634,3.546,3.981,A
Female,Yes,43.47,Yes,Artist,0.0,average,2.0,4,0.457,1.228,0.486,1.116,B
Male,Yes,35.0,Yes,Artist,1.0,high,3.0,6,6.628,8.075,4.444,5.014,A
Female,Yes,43.47,Yes,Artist,1.0,average,2.0,6,8.44,7.269,11.617,9.207,C
Female,Yes,49.0,Yes,Artist,2.648,average,3.0,7,7.121,11.177,12.539,15.297,C
Female,Yes,46.0,No,Artist,8.0,average,2.0,6,5.305,2.26,2.281,-0.649,B
Female,No,31.0,No,Healthcare,2.648,low,2.0,6,1.79,-2.506,14.226,5.645,D
Male,No,49.0,Yes,Doctor,2.648,low,1.0,6,15.097,2.649,12.248,7.37,C
Female,No,26.0,Yes,Artist,9.0,low,1.0,6,2.011,4.504,6.411,4.812,A
Male,Yes,43.47,Yes,Doctor,13.0,high,2.0,6,6.442,1.385,6.165,3.26,B
Female,Yes,30.0,Yes,Artist,8.0,low,4.0,6,10.534,6.095,3.107,4.939,A
Female,Yes,70.0,Yes,Artist,1.0,average,4.0,6,15.654,8.637,6.552,10.726,C
Female,No,28.0,Yes,Artist,2.648,low,2.849,6,9.154,7.05,9.256,6.3,D
Female,Yes,89.0,No,Lawyer,3.0,high,1.0,6,10.814,3.775,5.025,4.427,D
Female,Yes,42.0,No,Homemaker,6.0,high,4.0,6,5.149,2.188,2.926,-2.912,B
Female,Yes,37.0,Yes,Entertainment,6.0,average,3.0,4,3.844,3.091,3.26,6.07,A
Male,Yes,29.0,No,Executive,1.0,average,3.0,6,12.236,6.715,2.327,4.86,D
Female,Yes,68.0,Yes,Artist,1.0,high,2.0,6,11.143,6.95,9.646,6.415,C
Female,No,25.0,No,Engineer,1.0,low,1.0,5,5.078,2.953,4.55,9.52,D
Male,No,29.0,No,Healthcare,1.0,average,2.849,5,7.167,0.741,2.628,8.801,D
Female,Yes,48.0,Yes,Doctor,0.0,low,2.0,6,9.201,6.418,11.515,8.674,C
Female,Yes,51.0,Yes,Doctor,1.0,average,2.849,1,9.419,1.203,16.296,4.091,C
Female,Yes,40.0,Yes,Engineer,1.0,high,5.0,2,4.002,1.94,5.426,3.367,B
Male,Yes,47.0,Yes,Artist,0.0,average,6.0,7,4.208,10.639,0.409,6.333,B
Male,Yes,39.0,Yes,Executive,2.648,high,3.0,6,1.461,1.099,3.958,-2.484,B
Male,Yes,35.0,Yes,Executive,1.0,average,4.0,6,16.965,6.404,10.966,7.429,C
Female,No,19.0,No,Healthcare,2.0,low,3.0,6,1.118,5.917,-2.084,0.412,D
Female,No,21.0,No,Healthcare,7.0,low,2.849,6,10.275,0.254,-4.959,6.559,D
Male,Yes,46.0,Yes,Entertainment,0.0,average,3.0,4,0.805,6.235,3.814,3.618,B
Male,Yes,86.0,Yes,Lawyer,0.0,low,1.0,6,0.339,3.811,8.156,-2.428,B
Male,Yes,66.0,Yes,Artist,0.0,average,2.0,6,2.547,5.081,7.749,-0.926,B
Male,No,42.0,No,Marketing,1.0,low,5.0,4,8.862,-0.221,2.777,7.596,D
Female,Yes,73.0,Yes,Lawyer,1.0,high,2.0,6,0.924,4.193,6.062,-0.83,B
Male,Yes,72.0,No,Engineer,1.0,average,1.0,6,11.445,6.743,3.503,8.17,A
Male,Yes,53.0,Yes,Artist,0.0,low,3.0,6,3.384,2.255,7.786,0.106,B
Female,Yes,39.0,Yes,Artist,8.0,average,2.0,6,18.344,0.94,0.537,0.643,C
Female,No,27.0,No,Homemaker,9.0,low,1.0,6,5.904,5.8,3.649,3.651,D
Male,Yes,63.0,No,Entertainment,1.0,average,2.849,6,6.187,2.944,2.629,2.913,B
Female,No,23.0,No,Healthcare,1.0,low,3.0,4,13.511,0.249,4.488,-1.142,D
Female,No,30.0,Yes,Entertainment,0.0,low,4.0,6,2.507,6.648,7.655,2.711,B
Female,Yes,43.47,Yes,Artist,5.0,average,2.0,6,16.084,2.768,3.36,1.74,C
Male,Yes,26.0,Yes,Artist,1.0,average,3.0,6,2.648,8.816,3.261,-3.027,B
Female,Yes,50.0,Yes,Entertainment,7.0,low,3.0,6,4.846,4.937,10.869,7.648,A
Female,Yes,45.0,Yes,Artist,1.0,average,2.0,6,12.246,6.884,12.524,18.408,C
Female,No,62.0,No,Entertainment,2.0,low,1.0,6,4.54,3.623,2.201,3.747,A
Female,No,27.0,Yes,Doctor,1.0,low,3.0,6,4.174,6.456,1.322,5.272,A
Male,Yes,57.0,Yes,Entertainment,1.0,average,2.849,6,4.287,2.465,5.212,4.414,A
Female,Yes,30.0,No,Engineer,1.0,average,7.0,4,5.668,1.453,6.918,4.463,A
Male,No,32.0,No,Healthcare,7.0,low,4.0,3,7.533,6.313,4.886,4.761,A
Male,No,18.0,No,Executive,2.648,low,5.0,5,2.289,7.511,4.124,4.98,A
Male,No,47.0,No,Artist,3.0,low,3.0,5,4.683,3.24,8.052,-4.191,B
Female,No,32.0,Yes,Artist,4.0,low,4.0,2,6.117,5.841,2.329,2.259,A
Female,Yes,32.0,No,Engineer,5.0,low,3.0,1,6.752,4.086,7.035,6.455,A
Male,Yes,67.0,Yes,Doctor,1.0,average,4.0,6,3.544,0.835,2.212,-1.263,B
Female,Yes,77.0,Yes,Lawyer,0.0,high,2.0,6,13.782,6.452,13.799,5.75,C
Male,No,31.0,No,Entertainment,1.0,low,1.0,4,8.378,3.824,4.54,6.421,A
Male,Yes,42.0,Yes,Artist,0.0,low,3.0,4,4.167,3.191,6.517,1.866,A
Male,Yes,50.0,Yes,Artist,1.0,average,4.0,2,10.423,8.996,10.509,17.065,C
Male,Yes,71.0,Yes,Artist,0.0,average,5.0,6,15.083,6.179,10.212,8.2,C
Female,Yes,72.0,No,Lawyer,1.0,low,3.0,6,5.595,5.592,2.726,4.289,A
Male,Yes,47.0,Yes,Artist,2.648,low,3.0,6,4.737,5.552,4.499,2.454,A
Male,Yes,45.0,Yes,Artist,9.0,average,2.0,6,8.378,6.1,7.683,3.781,C
Female,No,43.47,No,Engineer,9.0,low,5.0,5,9.21,6.038,6.07,3.988,A
Female,No,36.0,Yes,Engineer,4.0,low,1.0,6,4.202,5.691,5.508,5.075,A
Female,No,42.0,Yes,Artist,2.648,low,1.0,6,-0.466,1.293,5.975,5.348,B
Male,No,30.0,No,Healthcare,4.0,low,4.0,6,11.28,2.704,2.449,6.626,D
Female,No,29.0,Yes,Healthcare,2.0,average,4.0,4,3.543,-1.221,0.977,0.129,B
Male,No,28.0,Yes,Engineer,0.0,low,5.0,4,9.324,-4.315,3.533,3.969,D
Male,No,22.0,No,Healthcare,2.648,low,2.0,6,18.447,5.355,9.632,9.514,D
Female,Yes,40.0,Yes,Artist,1.0,average,2.0,6,15.265,7.513,16.703,7.169,C
Male,Yes,47.0,Yes,Artist,0.0,low,2.849,6,9.96,2.141,12.368,3.386,C
Female,No,55.0,Yes,Marketing,3.0,low,1.0,5,2.766,1.428,3.117,-1.414,B
Female,No,20.0,No,Doctor,4.0,low,4.0,6,11.013,9.709,6.384,7.059,D
Female,Yes,87.0,Yes,Lawyer,0.0,average,2.0,6,9.978,17.591,20.548,7.531,C
Male,No,28.0,No,Healthcare,0.0,low,2.849,4,10.951,2.085,7.205,3.641,A
Male,No,38.0,No,Artist,2.0,low,2.0,3,5.883,5.227,4.375,3.036,A
Male,Yes,42.0,No,Entertainment,1.0,low,2.0,4,4.049,9.112,6.593,4.25,B
Male,Yes,42.0,No,Marketing,0.0,high,6.0,4,1.074,6.094,4.37,4.086,A
Female,No,29.0,No,Engineer,1.0,low,4.0,6,6.692,10.203,3.251,-3.387,D
Male,No,32.0,Yes,Doctor,0.0,low,4.0,6,6.286,8.905,6.255,4.539,A
Male,Yes,38.0,No,Executive,2.648,high,5.0,4,7.765,3.581,4.599,5.218,D
Female,Yes,59.0,No,Artist,1.0,high,2.0,6,4.761,8.262,7.762,11.416,C
Male,No,22.0,No,Healthcare,0.0,low,2.0,3,7.735,8.954,-0.079,5.799,D
Female,No,26.0,No,Homemaker,9.0,low,2.849,4,19.393,0.383,4.568,4.057,D
Female,Yes,78.0,Yes,Artist,1.0,high,2.0,6,10.87,15.806,11.747,12.387,C
Female,No,32.0,Yes,Healthcare,0.0,average,3.0,4,6.373,7.471,2.128,5.02,A
Male,Yes,37.0,Yes,Artist,0.0,average,4.0,7,10.248,11.608,2.621,9.148,C
Male,Yes,37.0,Yes,Healthcare,1.0,high,4.0,6,-2.567,0.2,3.309,1.012,B
Male,No,67.0,No,Lawyer,2.648,average,2.0,6,10.568,5.891,5.0,4.652,D
Male,Yes,47.0,No,Artist,0.0,high,4.0,6,0.165,5.717,2.54,0.344,B
Female,Yes,68.0,Yes,Lawyer,0.0,high,2.0,6,1.756,5.166,2.86,2.692,A
Male,No,30.0,Yes,Healthcare,3.0,low,5.0,1,8.238,14.147,9.926,5.533,C
Female,Yes,48.0,Yes,Entertainment,2.0,low,1.0,1,4.004,3.581,3.64,7.105,A
Female,No,43.0,Yes,Artist,6.0,low,1.0,6,13.568,3.56,3.494,7.256,C
Male,Yes,33.0,Yes,Healthcare,9.0,average,2.0,6,5.038,3.714,8.066,3.067,D
Male,Yes,31.0,No,Healthcare,0.0,average,5.0,4,4.491,9.071,5.024,3.891,D
Male,Yes,32.0,Yes,Healthcare,1.0,low,2.0,6,5.655,1.079,9.982,2.896,D
Female,No,21.0,No,Healthcare,1.0,low,4.0,2,9.076,1.892,8.699,2.556,D
Female,Yes,35.0,Yes,Artist,1.0,low,2.0,4,2.384,3.528,2.26,4.849,A
Male,Yes,46.0,No,Artist,0.0,low,3.0,4,4.442,5.758,3.07,0.697,A
Female,Yes,38.0,Yes,Artist,9.0,high,2.0,2,9.565,2.017,2.819,-1.174,B
Female,No,32.0,Yes,Healthcare,1.0,average,3.0,6,8.103,10.073,10.762,5.531,C
Female,No,28.0,Yes,Artist,3.0,low,7.0,2,7.822,7.046,5.978,1.829,A
Female,Yes,68.0,Yes,Lawyer,3.0,low,1.0,6,9.027,4.18,7.308,5.777,A
Female,Yes,45.0,Yes,Artist,4.0,low,1.0,6,8.07,3.494,17.96,10.469,C
Male,Yes,58.0,Yes,Artist,0.0,average,3.0,7,26.882,11.52,13.852,13.12,C
Male,No,28.0,No,Entertainment,1.0,low,2.0,7,6.805,6.711,4.596,2.697,A
Female,No,32.0,No,Healthcare,12.0,low,3.0,6,7.65,11.256,2.641,7.664,A
Male,No,30.0,Yes,Doctor,1.0,low,1.0,3,7.832,5.706,6.323,3.174,B
Female,Yes,42.0,No,Homemaker,3.0,average,4.0,6,11.992,0.702,-5.374,11.104,D
Male,No,41.0,Yes,Artist,2.648,low,3.0,6,9.736,4.209,10.978,17.577,C
Female,No,18.0,No,Healthcare,6.0,low,4.0,7,9.706,5.989,8.409,9.257,D
Female,Yes,29.0,Yes,Healthcare,8.0,low,3.0,3,8.567,-3.039,2.583,-3.988,D
Female,No,33.0,Yes,Healthcare,0.0,low,3.0,6,7.765,2.694,4.569,5.373,A
Male,No,47.0,No,Artist,1.0,low,2.849,4,5.58,5.435,7.148,3.836,A
Female,Yes,57.0,Yes,Doctor,1.0,average,2.0,7,3.292,3.455,4.479,3.421,A
Male,Yes,36.0,Yes,Executive,1.0,low,3.0,6,-0.049,2.909,6.552,6.373,D
Male,Yes,57.0,Yes,Executive,1.0,high,3.0,6,21.646,0.869,17.544,13.089,C
Male,No,18.0,No,Healthcare,1.0,low,2.0,6,11.893,12.641,10.557,1.173,D
Male,No,52.0,Yes,Artist,1.0,average,2.849,4,6.953,-0.248,11.879,7.981,C
Male,Yes,52.0,Yes,Artist,1.0,average,6.0,6,5.567,8.952,1.779,10.335,C
Male,No,51.0,No,Artist,6.0,low,4.0,4,1.367,1.638,4.564,-3.252,B
Female,Yes,37.0,Yes,Entertainment,0.0,average,2.0,5,10.176,6.013,-2.764,1.662,B
Male,No,36.0,Yes,Marketing,0.0,low,1.0,6,7.259,4.856,2.849,3.207,A
Female,No,29.0,Yes,Healthcare,9.0,low,3.0,5,10.626,4.439,3.858,4.011,A
Male,No,61.0,Yes,Artist,0.0,low,1.0,6,3.028,8.999,-5.094,4.314,B
Male,Yes,52.0,Yes,Entertainment,1.0,average,4.0,6,7.311,4.759,1.347,3.586,A
Female,Yes,49.0,Yes,Homemaker,14.0,low,1.0,6,6.626,1.719,5.94,1.528,A
Male,Yes,40.0,Yes,Entertainment,2.648,average,2.849,4,3.63,2.701,0.609,-0.264,B
Female,No,31.0,No,Healthcare,1.0,low,5.0,4,12.212,11.872,9.379,5.12,C
Male,Yes,42.0,No,Entertainment,1.0,low,3.0,4,3.541,7.636,1.378,4.831,A
Male,Yes,51.0,Yes,Engineer,1.0,average,5.0,6,8.905,10.374,15.354,7.167,C
Female,No,42.0,Yes,Healthcare,8.0,low,1.0,7,10.35,7.737,2.059,4.583,D
Male,No,29.0,Yes,Doctor,1.0,low,4.0,6,10.574,7.708,11.395,1.272,C
Male,No,27.0,Yes,Healthcare,2.648,low,3.0,6,7.925,3.212,6.208,5.203,D
Female,No,21.0,No,Healthcare,0.0,low,4.0,2,8.747,14.097,2.871,9.231,D
Male,Yes,35.0,No,Artist,9.0,average,3.0,6,-0.833,0.576,4.831,5.008,B
Female,No,42.0,Yes,Doctor,0.0,low,1.0,6,2.601,4.881,3.479,1.698,A
Female,No,41.0,Yes,Artist,2.0,low,1.0,6,16.143,8.204,11.811,3.368,C
Male,No,43.47,Yes,Artist,0.0,low,3.0,6,1.902,7.755,4.753,-0.744,B
Female,No,28.0,No,Doctor,14.0,low,1.0,6,8.039,4.94,6.8,4.57,A
Female,Yes,45.0,Yes,Engineer,3.0,average,2.849,3,-1.092,6.621,5.67,1.013,B
Male,Yes,62.0,Yes,Artist,0.0,average,4.0,6,7.465,12.184,5.58,11.654,C
Male,Yes,65.0,Yes,Entertainment,1.0,average,2.0,6,15.914,5.792,8.511,11.366,C
Male,Yes,45.0,Yes,Doctor,1.0,average,2.0,3,2.44,4.591,4.901,3.305,A
Female,Yes,26.0,Yes,Engineer,9.0,low,2.0,6,0.913,6.118,1.039,3.575,B
Female,No,25.0,Yes,Artist,4.0,low,5.0,6,6.874,9.424,11.199,7.989,C
Female,Yes,45.0,Yes,Artist,1.0,average,4.0,7,25.288,10.959,5.009,10.079,C
Male,Yes,43.0,No,Executive,0.0,high,4.0,6,4.871,6.186,6.113,4.875,B
Male,Yes,49.0,Yes,Executive,1.0,high,3.0,6,8.013,6.747,14.091,11.915,C
Male,Yes,55.0,Yes,Artist,1.0,average,2.0,6,17.458,5.396,5.725,12.215,C
Female,No,37.0,Yes,Artist,3.0,average,1.0,5,2.23,1.955,3.578,5.393,B
Male,Yes,65.0,Yes,Entertainment,1.0,high,2.0,6,9.146,4.864,1.358,6.516,C
Female,No,39.0,No,Engineer,0.0,low,3.0,4,5.296,6.624,6.721,5.477,A
Female,Yes,43.47,Yes,Artist,2.0,average,2.0,6,16.399,10.954,7.152,11.51,C
Male,Yes,72.0,Yes,Entertainment,1.0,average,3.0,6,8.853,13.711,13.571,7.734,C
Female,No,38.0,No,Homemaker,5.0,low,1.0,2,5.316,4.753,7.485,4.39,B
Male,No,26.0,No,Marketing,0.0,low,5.0,6,10.272,7.719,0.174,3.051,D
Male,No,30.0,Yes,Doctor,1.0,low,3.0,4,7.799,4.079,8.562,5.002,D
Male,Yes,51.0,Yes,Homemaker,1.0,low,2.849,4,5.266,6.096,5.964,5.886,A
Male,No,57.0,Yes,Marketing,1.0,low,4.0,7,7.831,6.488,7.948,3.603,A
Female,No,31.0,Yes,Healthcare,1.0,average,1.0,6,9.7,3.965,0.731,6.348,D
Male,No,39.0,Yes,Artist,0.0,low,1.0,6,8.779,1.517,6.417,4.919,A
Female,No,30.0,No,Engineer,0.0,low,4.0,4,6.185,4.718,5.237,3.424,A
Female,Yes,43.0,No,Artist,0.0,average,3.0,4,7.158,6.5,2.752,1.919,A
Male,No,27.0,Yes,Healthcare,8.0,low,1.0,3,8.835,5.664,10.481,13.492,C
Female,Yes,46.0,No,Artist,0.0,average,4.0,3,10.027,-0.617,7.281,7.129,C
Male,Yes,43.0,No,Artist,1.0,low,2.0,6,3.83,6.082,1.705,-2.583,B
Male,Yes,28.0,No,Entertainment,8.0,average,4.0,7,10.323,0.768,2.149,0.311,D
Male,No,43.0,Yes,Entertainment,9.0,low,1.0,6,9.925,7.27,4.562,5.634,D
Female,No,27.0,No,Healthcare,2.648,low,5.0,7,10.815,7.307,5.297,5.316,D
Female,No,28.0,Yes,Healthcare,1.0,average,3.0,6,7.627,-0.156,4.498,4.681,D
Male,No,33.0,No,Artist,2.648,low,4.0,6,4.158,6.72,5.763,-1.756,D
Male,No,58.0,No,Healthcare,4.0,low,2.0,6,7.528,4.819,8.951,5.919,D
Female,No,38.0,Yes,Engineer,8.0,average,4.0,6,3.288,3.836,7.102,2.691,A
Female,No,31.0,Yes,Artist,1.0,low,4.0,6,4.154,4.486,1.982,-0.859,D
Male,Yes,32.0,No,Executive,4.0,average,5.0,4,9.14,10.499,-2.365,2.879,D
Male,Yes,45.0,Yes,Artist,4.0,average,4.0,6,15.617,9.271,11.668,10.454,C
Male,Yes,66.0,Yes,Artist,1.0,low,3.0,6,0.08,5.502,4.611,2.792,A
Female,Yes,51.0,Yes,Artist,1.0,average,3.0,6,17.648,12.217,6.119,12.232,C
Female,Yes,59.0,Yes,Artist,2.648,average,2.0,6,12.512,9.919,9.262,14.445,C
Female,No,40.0,Yes,Engineer,2.648,low,1.0,3,0.076,-2.331,6.35,2.172,B
Male,Yes,46.0,Yes,Artist,11.0,average,5.0,6,17.173,0.553,4.6,6.952,C
Male,No,20.0,No,Healthcare,1.0,average,6.0,4,3.525,6.464,10.92,7.497,D
Female,Yes,84.0,No,Lawyer,1.0,high,2.849,6,12.684,4.032,10.856,17.506,C
Female,No,41.0,Yes,Marketing,2.648,low,1.0,6,5.494,10.503,7.678,-0.82,D
Male,Yes,51.0,No,Artist,2.648,average,3.0,6,12.89,4.21,9.722,6.7,C
Male,Yes,57.0,Yes,Entertainment,8.0,average,5.0,2,6.1,4.855,2.297,4.54,A
Female,No,33.0,No,Doctor,0.0,low,1.0,6,4.515,0.92,2.537,-0.489,A
Male,No,25.0,No,Marketing,3.0,low,3.0,5,6.748,0.012,10.111,9.471,D
Male,Yes,55.0,Yes,Artist,2.648,average,3.0,4,6.227,3.679,9.086,3.482,A
Female,Yes,56.0,Yes,Executive,2.648,high,4.0,1,6.162,8.997,1.83,2.277,A
Male,Yes,77.0,Yes,Lawyer,1.0,low,1.0,6,12.484,9.576,10.516,14.349,C
Male,Yes,30.0,Yes,Healthcare,1.0,low,2.0,6,5.664,5.699,8.329,1.553,A
Male,No,43.47,No,Healthcare,6.0,low,5.0,4,12.21,6.946,6.273,-3.636,D
Female,No,43.0,Yes,Artist,2.0,average,4.0,6,1.436,2.32,2.516,-3.261,B
Male,No,39.0,Yes,Entertainment,5.0,low,1.0,6,6.388,0.884,5.493,4.317,A
Male,Yes,29.0,No,Executive,1.0,high,2.0,6,15.963,3.908,8.993,3.989,D
Male,Yes,37.0,Yes,Doctor,2.648,low,2.0,6,8.742,3.24,8.661,6.579,D
Female,Yes,43.47,No,Engineer,2.0,low,2.0,6,-0.008,8.419,0.208,1.946,D
Male,Yes,48.0,No,Executive,2.0,high,2.0,2,6.44,9.614,-1.603,1.011,D
Male,Yes,27.0,No,Entertainment,0.0,average,4.0,6,4.116,3.628,5.031,1.623,A
Female,Yes,60.0,No,Entertainment,9.0,low,4.0,3,-0.387,6.951,7.163,-3.412,B
Male,No,31.0,Yes,Healthcare,2.648,low,1.0,6,13.725,1.315,7.503,5.067,D
Male,No,33.0,No,Doctor,1.0,low,4.0,5,17.257,11.299,13.902,6.702,C
Female,Yes,48.0,Yes,Artist,2.648,average,3.0,6,-1.392,-1.694,2.47,-2.118,B
Female,Yes,83.0,No,Lawyer,2.648,low,2.0,6,7.195,3.85,4.221,1.447,A
Male,Yes,57.0,Yes,Executive,2.648,low,4.0,2,4.653,2.249,4.914,3.818,A
Male,No,26.0,Yes,Healthcare,2.648,average,3.0,1,8.288,1.858,1.048,0.016,D
Male,Yes,51.0,Yes,Artist,8.0,low,5.0,6,7.195,3.975,3.098,5.106,A
Male,Yes,67.0,No,Executive,2.0,high,1.0,6,10.703,14.624,11.064,12.115,C
Male,Yes,38.0,Yes,Artist,9.0,average,2.0,6,15.755,6.578,15.989,6.334,C
