Unnamed: 0,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group,Avg_Shop,Avg_Shop_Range
208,Male,No,40.0,No,Marketing,1.0,low,1.0,4.0,10.045,3.6460000000000004,5.551,6.417000000000001,D,6.415,5-15
209,Female,Yes,25.0,Yes,Healthcare,1.0,low,2.0,6.0,7.474,8.579,5.185,8.062000000000001,D,7.325,5-15
210,Female,Yes,74.0,No,Lawyer,1.0,high,2.0,6.0,5.212999999999999,5.587999999999999,6.656000000000001,8.679,D,6.534,5-15
211,Female,Yes,67.0,Yes,Lawyer,0.0,high,2.0,6.0,8.724,4.709,1.546,2.544,B,4.381,-5
212,Female,No,38.0,Yes,Artist,9.0,low,1.0,3.0,9.258,7.704,9.411,1.7380000000000002,A,7.028,5-15
213,Male,No,28.0,No,Healthcare,0.0,average,4.0,2.0,5.904,-1.298,15.489,5.484,C,6.395,5-15
214,Female,No,32.0,No,Healthcare,1.0,low,5.0,7.0,3.549,1.9769999999999999,-0.871,2.908,B,1.891,-5
215,Female,Yes,56.0,No,Lawyer,1.0,high,4.0,4.0,-1.786,2.234,-0.9670000000000001,-1.295,B,-0.45399999999999996,-5
216,Female,Yes,53.0,Yes,Artist,1.0,low,2.0,6.0,4.1419999999999995,8.457,7.252000000000001,12.338,C,8.047,5-15
217,Female,Yes,59.0,Yes,Artist,0.0,average,3.0,6.0,13.98,3.83,17.178,8.399,C,10.847000000000001,5-15
218,Male,Yes,59.0,Yes,Artist,0.0,average,6.0,6.0,8.158,11.731,13.571,10.121,C,10.895,5-15
219,Female,Yes,36.0,Yes,Artist,0.0,low,4.0,6.0,11.710999999999999,14.032,12.466,8.755,C,11.741,5-15
220,Male,Yes,37.0,Yes,Entertainment,7.0,low,2.0,6.0,5.444,4.954,4.925,4.79,A,5.0280000000000005,5-15
221,Male,No,22.0,No,Doctor,1.0,low,3.0,2.0,11.026,7.727,11.702,0.5920000000000001,D,7.7620000000000005,5-15
222,Male,Yes,43.0,Yes,Artist,1.0,low,2.0,6.0,6.89,5.638999999999999,1.93,0.152,B,3.653,-5
223,Male,Yes,41.0,Yes,Artist,1.0,low,2.0,4.0,7.847,7.747999999999999,6.582000000000001,2.7880000000000003,A,6.2410000000000005,5-15
224,Female,No,21.0,No,Engineer,0.0,low,5.0,2.0,3.59,4.0489999999999995,4.285,-1.208,B,2.679,-5
225,Male,Yes,47.0,No,Artist,1.0,average,4.0,6.0,3.912,6.735,4.547,2.1069999999999998,A,4.325,-5
226,Male,Yes,70.0,Yes,Lawyer,1.0,high,3.0,6.0,22.974,8.251,8.01,8.435,C,11.918,5-15
227,Female,No,31.0,No,Engineer,1.0,average,4.0,6.0,6.12,1.97,1.819,4.013999999999999,B,3.4810000000000003,-5
228,Female,Yes,82.0,No,Lawyer,0.0,average,2.0,6.0,4.959,8.929,9.888,4.8260000000000005,A,7.15,5-15
229,Female,Yes,51.0,No,Executive,1.0,low,1.0,6.0,5.452999999999999,3.907,5.648,6.432,A,5.36,5-15
230,Female,No,42.0,No,Homemaker,11.0,low,3.0,6.0,5.267,4.075,4.667,0.282,A,3.573,-5
231,Male,No,38.0,Yes,Artist,8.0,low,3.0,2.0,7.06,4.968999999999999,4.162,2.6289999999999996,A,4.705,-5
232,Male,Yes,18.0,No,Executive,0.0,high,4.0,6.0,9.602,1.6640000000000001,7.587999999999999,1.163,A,5.004,5-15
233,Male,Yes,50.0,Yes,Artist,6.0,average,3.0,6.0,7.01,9.85,12.446,15.195,C,11.125,5-15
234,Female,No,46.0,Yes,Doctor,1.0,low,3.0,3.0,4.522,7.114,7.296,3.885,A,5.704,5-15
235,Female,Yes,72.0,No,Lawyer,1.0,high,3.0,6.0,14.228,7.061,3.08,5.667000000000001,D,7.5089999999999995,5-15
236,Female,No,33.0,No,Engineer,1.0,low,4.0,6.0,16.612000000000002,3.8360000000000003,6.108,10.605,C,9.29,5-15
237,Female,No,25.0,No,Homemaker,1.0,low,7.0,4.0,4.38,3.339,6.97,-1.71,B,3.245,-5
238,Female,Yes,75.0,No,Entertainment,2.0,high,2.0,2.0,6.361000000000001,2.5540000000000003,4.148,-2.106,D,2.739,-5
239,Male,No,72.0,Yes,Artist,1.0,low,1.0,6.0,0.495,6.244,5.553999999999999,1.202,B,3.3739999999999997,-5
240,Female,Yes,72.0,Yes,Artist,0.0,average,3.0,4.0,16.781,5.336,3.6310000000000002,8.517999999999999,C,8.566,5-15
241,Male,Yes,36.0,Yes,Entertainment,6.0,low,6.0,4.0,3.417,9.953,4.484,5.441,A,5.824,5-15
242,Male,Yes,40.0,Yes,Artist,1.0,low,2.0,6.0,5.601,2.18,4.082,2.224,A,3.522,-5
243,Female,No,28.0,Yes,Entertainment,0.0,low,4.0,6.0,11.558,7.085,10.847999999999999,-1.237,C,7.063,5-15
244,Female,No,28.0,Yes,Doctor,0.0,low,3.0,6.0,3.2960000000000003,8.735,1.7009999999999998,4.914,D,4.662,-5
245,Male,Yes,43.0,Yes,Artist,0.0,low,2.0,4.0,5.184,1.653,2.573,2.509,B,2.98,-5
246,Female,Yes,35.0,Yes,Artist,1.0,average,2.0,6.0,5.6160000000000005,5.541,3.593,-2.013,B,3.1839999999999997,-5
247,Male,Yes,65.0,Yes,Lawyer,1.0,high,3.0,6.0,3.593,-2.701,5.624,2.2569999999999997,B,2.193,-5
248,Male,Yes,52.0,Yes,Executive,7.0,high,4.0,4.0,19.612000000000002,0.7509999999999999,13.032,11.177999999999999,C,11.142999999999999,5-15
249,Female,Yes,69.0,No,Engineer,9.0,low,3.0,6.0,8.386000000000001,5.419,6.041,-1.005,A,4.71,-5
250,Female,No,22.0,No,Healthcare,3.0,low,3.0,6.0,2.3609999999999998,2.8539999999999996,4.859,1.901,D,2.9939999999999998,-5
251,Male,Yes,47.0,Yes,Executive,1.0,average,4.0,6.0,21.505,4.078,15.052,8.189,C,12.206,5-15
252,Male,Yes,29.0,Yes,Marketing,1.0,high,2.0,3.0,5.011,5.931,3.213,4.461,A,4.654,-5
253,Male,Yes,46.0,Yes,Artist,1.0,average,3.0,3.0,18.706,13.035,5.6,7.712999999999999,C,11.264000000000001,5-15
254,Male,No,32.0,Yes,Artist,1.0,low,2.0,6.0,3.7289999999999996,5.678999999999999,2.717,0.212,A,3.0839999999999996,-5
255,Female,No,38.0,Yes,Healthcare,0.0,average,1.0,2.0,11.89,11.215,10.472000000000001,1.406,C,8.746,5-15
256,Male,Yes,59.0,Yes,Artist,0.0,low,1.0,6.0,-1.76,3.025,-0.317,-2.365,B,-0.354,-5
257,Female,No,26.0,Yes,Entertainment,1.0,low,1.0,6.0,0.441,0.524,4.5680000000000005,0.295,D,1.4569999999999999,-5
258,Male,No,26.0,Yes,Healthcare,1.0,low,2.0,3.0,3.335,7.865,2.533,4.553,A,4.571000000000001,-5
259,Male,No,28.0,No,Marketing,0.0,low,1.0,3.0,9.602,8.185,0.218,5.11,D,5.779,5-15
260,Female,Yes,53.0,Yes,Engineer,1.0,average,3.0,6.0,18.081,10.102,11.289000000000001,2.3609999999999998,C,10.458,5-15
261,Male,No,27.0,No,Doctor,1.0,low,3.0,6.0,8.184,0.261,9.345,2.112,D,4.976,-5
262,Female,No,32.0,No,Artist,1.0,low,8.0,6.0,11.123,7.099,2.5,11.142999999999999,C,7.966,5-15
263,Male,No,26.0,No,Engineer,0.0,low,4.0,4.0,4.199,8.334,9.306000000000001,-3.8339999999999996,D,4.501,-5
264,Female,No,31.0,No,Entertainment,0.0,average,2.0,6.0,15.277000000000001,1.73,4.859,6.297000000000001,D,7.041,5-15
265,Male,Yes,39.0,Yes,Executive,1.0,high,3.0,3.0,0.882,1.7069999999999999,3.7089999999999996,-5.157,B,0.285,-5
266,Female,Yes,43.0,No,Engineer,1.0,low,3.0,7.0,8.378,1.2670000000000001,1.344,5.07,A,4.015,-5
267,Male,Yes,25.0,No,Doctor,1.0,low,2.0,1.0,1.946,8.14,5.043,2.56,A,4.422,-5
268,Male,Yes,40.0,Yes,Artist,3.0,high,3.0,6.0,7.065,5.449,3.208,4.303,A,5.006,5-15
269,Female,Yes,40.0,Yes,Entertainment,7.0,average,2.0,3.0,10.033,2.648,2.984,-2.068,B,3.3989999999999996,-5
270,Male,No,27.0,Yes,Healthcare,1.0,low,3.0,6.0,15.981,5.984,11.722000000000001,0.019,D,8.426,5-15
271,Female,No,40.0,No,Healthcare,1.0,low,2.0,6.0,7.497000000000001,1.5830000000000002,3.4589999999999996,9.835,D,5.593999999999999,5-15
272,Female,Yes,86.0,Yes,Lawyer,0.0,high,2.0,6.0,0.113,6.279,3.929,-0.516,B,2.451,-5
273,Male,Yes,41.0,Yes,Marketing,1.0,high,2.0,6.0,4.9830000000000005,1.837,5.695,2.417,B,3.733,-5
274,Female,Yes,27.0,Yes,Artist,4.0,average,2.0,3.0,11.651,14.964,13.032,11.819,C,12.867,5-15
275,Female,Yes,40.0,No,Doctor,0.0,average,2.0,6.0,4.721,5.755,4.695,2.204,B,4.343999999999999,-5
276,Female,Yes,53.0,No,Engineer,8.0,average,4.0,4.0,2.8789999999999996,5.641,3.3289999999999997,-1.615,B,2.5580000000000003,-5
277,Female,Yes,49.0,No,Engineer,1.0,average,4.0,4.0,3.786,1.32,-1.683,0.09699999999999999,B,0.88,-5
278,Male,Yes,40.0,No,Executive,3.0,low,3.0,4.0,4.862,4.805,9.642999999999999,7.796,D,6.776,5-15
279,Male,Yes,83.0,No,Lawyer,1.0,low,1.0,4.0,2.322,2.641,4.26,4.272,B,3.3739999999999997,-5
280,Male,Yes,43.0,No,Executive,0.0,high,4.0,6.0,6.586,6.933,0.8009999999999999,4.2589999999999995,A,4.645,-5
281,Male,Yes,36.0,No,Doctor,6.0,low,3.0,6.0,6.54,4.519,3.9219999999999997,5.28,A,5.065,5-15
282,Male,Yes,74.0,Yes,Lawyer,0.0,low,2.0,6.0,8.942,4.563,9.351,9.234,C,8.023,5-15
283,Female,No,30.0,No,Homemaker,0.0,low,4.0,6.0,16.667,6.761,4.163,-2.27,D,6.33,5-15
284,Female,No,40.0,Yes,Artist,5.0,low,2.0,6.0,4.959,8.961,5.834,2.06,B,5.452999999999999,5-15
285,Female,No,22.0,No,Marketing,0.0,low,1.0,5.0,-0.72,5.662000000000001,0.8540000000000001,1.1079999999999999,B,1.726,-5
286,Male,No,19.0,No,Healthcare,0.0,low,4.0,6.0,6.571000000000001,9.492,1.911,7.65,D,6.406000000000001,5-15
287,Male,Yes,70.0,Yes,Engineer,4.0,high,2.0,6.0,-0.841,5.534,7.188,-6.6739999999999995,B,1.3019999999999998,-5
288,Male,Yes,89.0,Yes,Lawyer,13.0,low,1.0,6.0,4.15,5.318,2.627,1.4340000000000002,A,3.3819999999999997,-5
289,Male,No,18.0,No,Healthcare,1.0,average,4.0,6.0,11.565,4.234,5.346,7.797999999999999,D,7.236000000000001,5-15
290,Male,No,25.0,Yes,Doctor,6.0,low,1.0,2.0,11.05,-0.565,4.085,6.5729999999999995,D,5.2860000000000005,5-15
291,Female,No,45.0,Yes,Artist,4.0,low,1.0,3.0,8.259,6.443,6.362,1.8430000000000002,A,5.727,5-15
292,Female,No,35.0,Yes,Artist,3.0,low,1.0,4.0,6.819,4.985,6.495,5.687,A,5.996,5-15
293,Female,Yes,37.0,No,Engineer,7.0,low,1.0,4.0,7.4110000000000005,8.669,4.512,-9.622,D,2.7430000000000003,-5
294,Female,Yes,39.0,No,Engineer,4.0,average,2.0,6.0,-1.075,3.305,4.81,2.094,B,2.2840000000000003,-5
295,Female,No,32.0,Yes,Healthcare,1.0,low,5.0,4.0,12.979000000000001,13.729000000000001,5.63,-0.042,D,8.074,5-15
296,Female,Yes,62.0,Yes,Artist,2.0,average,3.0,6.0,12.54,14.999,12.847000000000001,5.6770000000000005,C,11.515999999999998,5-15
297,Female,Yes,58.0,Yes,Engineer,0.0,average,4.0,4.0,1.8769999999999998,5.51,7.769,2.1519999999999997,B,4.327,-5
298,Female,No,32.0,No,Engineer,1.0,low,4.0,6.0,7.0889999999999995,12.859000000000002,13.786,5.124,C,9.715,5-15
299,Male,No,25.0,No,Healthcare,0.0,low,5.0,6.0,14.904000000000002,3.165,8.076,3.425,C,7.393,5-15
300,Female,Yes,56.0,Yes,Artist,0.0,average,4.0,6.0,13.545,2.701,19.680999999999997,12.962,C,12.222000000000001,5-15
301,Female,No,40.0,Yes,Entertainment,10.0,low,2.0,6.0,4.14,5.254,5.232,3.085,A,4.428,-5
302,Female,No,30.0,No,Healthcare,8.0,low,3.0,6.0,7.12,7.77,6.694,4.0889999999999995,A,6.417999999999999,5-15
303,Male,No,27.0,Yes,Healthcare,0.0,average,2.0,6.0,4.504,7.292999999999999,0.379,0.523,A,3.175,-5
304,Female,No,38.0,Yes,Doctor,14.0,low,1.0,6.0,6.274,7.707000000000001,1.444,3.87,A,4.824,-5
305,Male,Yes,46.0,Yes,Artist,8.0,average,2.0,6.0,8.331,14.87,6.905,7.084,C,9.298,5-15
306,Male,No,29.0,Yes,Artist,3.0,low,1.0,6.0,1.4869999999999999,6.32,4.518,-1.886,B,2.61,-5
307,Male,Yes,51.0,No,Entertainment,1.0,average,4.0,7.0,-1.989,5.421,3.198,-2.708,B,0.981,-5
308,Male,Yes,55.0,No,Artist,0.0,low,1.0,6.0,5.13,6.697,4.075,5.324,A,5.306,5-15
309,Female,Yes,69.0,Yes,Engineer,1.0,low,1.0,3.0,3.0410000000000004,3.283,6.03,6.457999999999999,A,4.703,-5
310,Female,No,26.0,No,Healthcare,1.0,low,8.0,7.0,10.319,1.641,13.345,2.77,C,7.019,5-15
311,Female,Yes,83.0,Yes,Lawyer,0.0,average,3.0,6.0,6.377999999999999,1.704,6.392,4.27,A,4.686,-5
312,Female,No,39.0,Yes,Healthcare,9.0,low,1.0,6.0,11.902000000000001,4.699,8.671,5.568,D,7.71,5-15
313,Male,Yes,35.0,Yes,Artist,9.0,low,1.0,6.0,6.525,3.6069999999999998,3.685,3.4760000000000004,A,4.323,-5
314,Male,Yes,19.0,No,Marketing,2.0,high,5.0,6.0,8.508,10.987,8.562999999999999,9.21,C,9.317,5-15
315,Female,Yes,60.0,Yes,Artist,1.0,high,4.0,6.0,12.002,13.784,7.086,13.071,C,11.485999999999999,5-15
316,Male,Yes,35.0,Yes,Artist,1.0,average,4.0,6.0,16.155,4.376,22.886999999999997,5.417999999999999,C,12.209000000000001,5-15
317,Female,No,53.0,Yes,Engineer,1.0,low,1.0,6.0,1.849,2.889,6.885,0.063,B,2.9219999999999997,-5
318,Female,Yes,86.0,No,Lawyer,1.0,low,3.0,6.0,-0.9390000000000001,6.975,1.81,2.011,B,2.464,-5
319,Female,No,29.0,No,Healthcare,1.0,low,3.0,6.0,-3.8139999999999996,5.176,4.062,1.845,B,1.817,-5
320,Female,No,26.0,No,Doctor,0.0,low,1.0,6.0,2.285,8.684,12.685,4.789,D,7.111000000000001,5-15
321,Male,No,36.0,Yes,Engineer,8.0,low,1.0,6.0,3.7760000000000002,7.281000000000001,2.7769999999999997,3.833,A,4.417,-5
322,Female,No,22.0,No,Homemaker,0.0,low,4.0,6.0,8.16,5.146,9.765,4.263,D,6.834,5-15
323,Male,No,19.0,No,Marketing,0.0,low,5.0,6.0,7.15,6.455,6.824,4.958,A,6.347,5-15
324,Female,Yes,20.0,Yes,Lawyer,1.0,average,3.0,3.0,3.8680000000000003,4.649,5.4510000000000005,2.9139999999999997,A,4.22,-5
325,Male,No,43.0,Yes,Healthcare,3.0,low,3.0,6.0,10.172,6.031000000000001,12.144,-0.59,D,6.939,5-15
326,Female,No,42.0,Yes,Artist,1.0,low,3.0,6.0,5.131,7.515,4.292,0.41200000000000003,A,4.338,-5
327,Male,No,43.0,Yes,Entertainment,1.0,low,2.0,4.0,7.4079999999999995,1.8840000000000001,4.256,5.327000000000001,A,4.718999999999999,-5
328,Female,Yes,50.0,Yes,Engineer,4.0,high,3.0,6.0,1.4880000000000002,10.509,-0.086,-0.138,B,2.943,-5
329,Male,No,25.0,Yes,Entertainment,1.0,low,2.0,6.0,8.061,4.641,7.195,3.55,A,5.862,5-15
330,Female,Yes,28.0,Yes,Healthcare,0.0,average,2.0,6.0,7.2010000000000005,4.048,4.055,6.422999999999999,A,5.432,5-15
331,Male,No,38.0,Yes,Artist,1.0,low,1.0,6.0,10.905,12.329,3.3360000000000003,5.895,D,8.116,5-15
332,Male,No,25.0,No,Executive,12.0,low,3.0,6.0,8.113999999999999,-0.473,5.405,4.336,A,4.345,-5
333,Female,No,18.0,No,Healthcare,9.0,low,3.0,4.0,13.802,7.449,16.393,-4.603,D,8.26,5-15
334,Male,Yes,43.0,Yes,Entertainment,1.0,average,5.0,5.0,15.337,14.908,5.699,9.863,C,11.452,5-15
335,Female,No,27.0,Yes,Artist,8.0,low,1.0,6.0,2.511,8.941,6.178,-1.265,B,4.091,-5
336,Female,No,60.0,Yes,Entertainment,1.0,low,2.0,6.0,5.51,2.8539999999999996,0.342,4.285,D,3.248,-5
337,Male,Yes,75.0,Yes,Lawyer,2.0,average,1.0,6.0,18.159000000000002,6.351,9.392000000000001,4.187,D,9.522,5-15
338,Female,No,31.0,No,Doctor,1.0,low,4.0,6.0,9.531,2.952,14.254000000000001,2.6639999999999997,D,7.35,5-15
339,Male,No,36.0,Yes,Artist,8.0,low,1.0,6.0,2.001,4.425,3.885,2.266,A,3.1439999999999997,-5
340,Male,No,30.0,No,Doctor,1.0,average,1.0,3.0,10.786,1.973,11.817,11.31,C,8.972000000000001,5-15
341,Male,Yes,56.0,No,Artist,1.0,average,2.0,6.0,2.49,12.129000000000001,11.63,18.017,C,11.067,5-15
342,Female,Yes,52.0,Yes,Artist,2.0,low,2.0,6.0,7.917999999999999,3.112,11.953,9.919,C,8.226,5-15
343,Male,Yes,39.0,Yes,Entertainment,0.0,low,1.0,6.0,8.904,0.585,7.468,12.556,D,7.377999999999999,5-15
344,Male,Yes,33.0,No,Engineer,0.0,average,2.0,6.0,0.006999999999999999,3.082,-0.613,1.8880000000000001,B,1.091,-5
345,Female,No,25.0,Yes,Artist,0.0,low,6.0,6.0,5.095,6.6339999999999995,3.5460000000000003,3.9810000000000003,A,4.814,-5
346,Female,Yes,40.0,Yes,Artist,0.0,average,2.0,4.0,0.457,1.228,0.486,1.1159999999999999,B,0.8220000000000001,-5
347,Male,Yes,35.0,Yes,Artist,1.0,high,3.0,6.0,6.627999999999999,8.075,4.444,5.013999999999999,A,6.04,5-15
348,Female,Yes,40.0,Yes,Artist,1.0,average,2.0,6.0,8.44,7.269,11.617,9.207,C,9.133,5-15
349,Female,Yes,49.0,Yes,Artist,1.0,average,3.0,7.0,7.121,11.177,12.539000000000001,15.297,C,11.534,5-15
350,Female,Yes,46.0,No,Artist,8.0,average,2.0,6.0,5.305,2.26,2.281,-0.649,B,2.299,-5
351,Female,No,31.0,No,Healthcare,1.0,low,2.0,6.0,1.79,-2.506,14.225999999999999,5.645,D,4.789,-5
352,Male,No,49.0,Yes,Doctor,1.0,low,1.0,6.0,15.097000000000001,2.6489999999999996,12.248,7.37,C,9.341000000000001,5-15
353,Female,No,26.0,Yes,Artist,9.0,low,1.0,6.0,2.011,4.504,6.4110000000000005,4.812,A,4.434,-5
354,Male,Yes,40.0,Yes,Doctor,13.0,high,2.0,6.0,6.442,1.385,6.165,3.26,B,4.313,-5
355,Female,Yes,30.0,Yes,Artist,8.0,low,4.0,6.0,10.534,6.095,3.1069999999999998,4.939,A,6.169,5-15
356,Female,Yes,70.0,Yes,Artist,1.0,average,4.0,6.0,15.654000000000002,8.637,6.5520000000000005,10.725999999999999,C,10.392000000000001,5-15
357,Female,No,28.0,Yes,Artist,1.0,low,3.0,6.0,9.154,7.05,9.256,6.3,D,7.94,5-15
358,Female,Yes,89.0,No,Lawyer,3.0,high,1.0,6.0,10.814,3.775,5.025,4.427,D,6.01,5-15
359,Female,Yes,42.0,No,Homemaker,6.0,high,4.0,6.0,5.149,2.188,2.926,-2.912,B,1.838,-5
360,Female,Yes,37.0,Yes,Entertainment,6.0,average,3.0,4.0,3.844,3.091,3.26,6.07,A,4.066,-5
361,Male,Yes,29.0,No,Executive,1.0,average,3.0,6.0,12.235999999999999,6.715,2.327,4.86,D,6.534,5-15
362,Female,Yes,68.0,Yes,Artist,1.0,high,2.0,6.0,11.142999999999999,6.95,9.646,6.415,C,8.538,5-15
363,Female,No,25.0,No,Engineer,1.0,low,1.0,6.0,5.078,2.9530000000000003,4.55,9.52,D,5.525,5-15
364,Male,No,29.0,No,Healthcare,1.0,average,3.0,6.0,7.167000000000001,0.741,2.628,8.801,D,4.834,-5
365,Female,Yes,48.0,Yes,Doctor,0.0,low,2.0,6.0,9.201,6.417999999999999,11.515,8.674,C,8.952,5-15
366,Female,Yes,51.0,Yes,Doctor,1.0,average,3.0,1.0,9.419,1.203,16.296,4.091,C,7.752000000000001,5-15
367,Female,Yes,40.0,Yes,Engineer,1.0,high,5.0,2.0,4.002,1.94,5.426,3.367,B,3.6839999999999997,-5
368,Male,Yes,47.0,Yes,Artist,0.0,average,6.0,7.0,4.208,10.639000000000001,0.409,6.332999999999999,B,5.397,5-15
369,Male,Yes,39.0,Yes,Executive,1.0,high,3.0,6.0,1.4609999999999999,1.099,3.958,-2.484,B,1.008,-5
370,Male,Yes,35.0,Yes,Executive,1.0,average,4.0,6.0,16.965,6.404,10.966,7.428999999999999,C,10.440999999999999,5-15
371,Female,No,19.0,No,Healthcare,2.0,low,3.0,6.0,1.1179999999999999,5.917000000000001,-2.084,0.41200000000000003,D,1.341,-5
372,Female,No,21.0,No,Healthcare,7.0,low,3.0,6.0,10.275,0.254,-4.959,6.559,D,3.032,-5
373,Male,Yes,46.0,Yes,Entertainment,0.0,average,3.0,4.0,0.805,6.235,3.8139999999999996,3.6180000000000003,B,3.6180000000000003,-5
374,Male,Yes,86.0,Yes,Lawyer,0.0,low,1.0,6.0,0.33899999999999997,3.8110000000000004,8.156,-2.428,B,2.47,-5
375,Male,Yes,66.0,Yes,Artist,0.0,average,2.0,6.0,2.5469999999999997,5.081,7.749,-0.9259999999999999,B,3.613,-5
376,Male,No,42.0,No,Marketing,1.0,low,5.0,4.0,8.862,-0.221,2.7769999999999997,7.596,D,4.754,-5
377,Female,Yes,73.0,Yes,Lawyer,1.0,high,2.0,6.0,0.924,4.1930000000000005,6.062,-0.83,B,2.5869999999999997,-5
378,Male,Yes,72.0,No,Engineer,1.0,average,1.0,6.0,11.445,6.742999999999999,3.503,8.17,A,7.465,5-15
379,Male,Yes,53.0,Yes,Artist,0.0,low,3.0,6.0,3.384,2.255,7.7860000000000005,0.106,B,3.383,-5
380,Female,Yes,39.0,Yes,Artist,8.0,average,2.0,6.0,18.344,0.94,0.537,0.643,C,5.1160000000000005,5-15
381,Female,No,27.0,No,Homemaker,9.0,low,1.0,6.0,5.904,5.8,3.6489999999999996,3.6510000000000002,D,4.751,-5
382,Male,Yes,63.0,No,Entertainment,1.0,average,3.0,6.0,6.187,2.944,2.6289999999999996,2.9130000000000003,B,3.668,-5
383,Female,No,23.0,No,Healthcare,1.0,low,3.0,4.0,13.511,0.249,4.488,-1.1420000000000001,D,4.276,-5
384,Female,No,30.0,Yes,Entertainment,0.0,low,4.0,6.0,2.5069999999999997,6.648,7.655,2.7110000000000003,B,4.88,-5
385,Female,Yes,40.0,Yes,Artist,5.0,average,2.0,6.0,16.084,2.7680000000000002,3.36,1.74,C,5.9879999999999995,5-15
386,Male,Yes,26.0,Yes,Artist,1.0,average,3.0,6.0,2.648,8.816,3.261,-3.0269999999999997,B,2.925,-5
387,Female,Yes,50.0,Yes,Entertainment,7.0,low,3.0,6.0,4.846,4.937,10.869000000000002,7.648,A,7.075,5-15
388,Female,Yes,45.0,Yes,Artist,1.0,average,2.0,6.0,12.245999999999999,6.8839999999999995,12.524000000000001,18.408,C,12.515999999999998,5-15
389,Female,No,62.0,No,Entertainment,2.0,low,1.0,6.0,4.54,3.623,2.201,3.747,A,3.528,-5
390,Female,No,27.0,Yes,Doctor,1.0,low,3.0,6.0,4.1739999999999995,6.456,1.3219999999999998,5.272,A,4.306,-5
391,Male,Yes,57.0,Yes,Entertainment,1.0,average,3.0,6.0,4.287,2.465,5.212000000000001,4.414,A,4.093999999999999,-5
392,Female,Yes,30.0,No,Engineer,1.0,average,7.0,4.0,5.667999999999999,1.453,6.917999999999999,4.463,A,4.626,-5
393,Male,No,32.0,No,Healthcare,7.0,low,4.0,3.0,7.5329999999999995,6.313,4.886,4.761,A,5.872999999999999,5-15
394,Male,No,47.0,No,Artist,3.0,low,3.0,5.0,4.683,3.24,8.052,-4.191,B,2.946,-5
395,Female,No,32.0,Yes,Artist,4.0,low,4.0,2.0,6.117000000000001,5.841,2.329,2.259,A,4.137,-5
396,Female,Yes,32.0,No,Engineer,5.0,low,3.0,1.0,6.752000000000001,4.086,7.035,6.455,A,6.082000000000001,5-15
397,Male,Yes,67.0,Yes,Doctor,1.0,average,4.0,6.0,3.5439999999999996,0.835,2.2119999999999997,-1.263,B,1.3319999999999999,-5
398,Female,Yes,77.0,Yes,Lawyer,0.0,high,2.0,6.0,13.782,6.452000000000001,13.799000000000001,5.75,C,9.946,5-15
399,Male,No,31.0,No,Entertainment,1.0,low,1.0,4.0,8.378,3.824,4.54,6.421,A,5.791,5-15
400,Male,Yes,42.0,Yes,Artist,0.0,low,3.0,4.0,4.167,3.1910000000000003,6.517,1.8659999999999999,A,3.935,-5
401,Male,Yes,50.0,Yes,Artist,1.0,average,4.0,2.0,10.423,8.996,10.509,17.065,C,11.748,5-15
402,Male,Yes,71.0,Yes,Artist,0.0,average,5.0,6.0,15.083,6.178999999999999,10.212,8.2,C,9.918,5-15
403,Female,Yes,72.0,No,Lawyer,1.0,low,3.0,6.0,5.595,5.5920000000000005,2.7260000000000004,4.289,A,4.55,-5
404,Male,Yes,47.0,Yes,Artist,1.0,low,3.0,6.0,4.737,5.5520000000000005,4.499,2.454,A,4.31,-5
405,Male,Yes,45.0,Yes,Artist,9.0,average,2.0,6.0,8.378,6.1,7.683,3.781,C,6.486000000000001,5-15
406,Female,No,40.0,No,Engineer,9.0,low,5.0,6.0,9.21,6.037999999999999,6.07,3.988,A,6.3260000000000005,5-15
407,Female,No,36.0,Yes,Engineer,4.0,low,1.0,6.0,4.202,5.691,5.507999999999999,5.075,A,5.119,5-15
408,Female,No,42.0,Yes,Artist,1.0,low,1.0,6.0,-0.466,1.2930000000000001,5.975,5.348,B,3.037,-5
409,Male,No,30.0,No,Healthcare,4.0,low,4.0,6.0,11.28,2.7039999999999997,2.449,6.626,D,5.765,5-15
410,Female,No,29.0,Yes,Healthcare,2.0,average,4.0,4.0,3.543,-1.2209999999999999,0.977,0.129,B,0.857,-5
411,Male,No,28.0,Yes,Engineer,0.0,low,5.0,4.0,9.324,-4.315,3.533,3.969,D,3.128,-5
412,Female,Yes,40.0,Yes,Artist,1.0,average,2.0,6.0,15.265,7.513,16.703,7.169,C,11.662,5-15
413,Male,Yes,47.0,Yes,Artist,0.0,low,3.0,6.0,9.96,2.141,12.368,3.386,C,6.9639999999999995,5-15
414,Female,No,55.0,Yes,Marketing,3.0,low,1.0,6.0,2.766,1.4280000000000002,3.117,-1.4140000000000001,B,1.474,-5
415,Female,No,20.0,No,Doctor,4.0,low,4.0,6.0,11.013,9.709,6.3839999999999995,7.059,D,8.541,5-15
416,Female,Yes,87.0,Yes,Lawyer,0.0,average,2.0,6.0,9.978,17.590999999999998,20.548000000000002,7.531000000000001,C,13.912,5-15
417,Male,No,28.0,No,Healthcare,0.0,low,3.0,4.0,10.950999999999999,2.085,7.205,3.641,A,5.97,5-15
